Linux 7.0.0-22-generic (ms-a2-gateway) 	06/07/2026 	_x86_64_	(32 CPU)

04:41:54 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:41:55 PM  all    4.69    0.00    7.27    0.00    0.00    5.61    0.00    0.00    0.00   82.43
04:41:55 PM    0    1.04    0.00    9.38    0.00    0.00    0.00    0.00    0.00    0.00   89.58
04:41:55 PM    1    0.00    0.00    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00
04:41:55 PM    2    3.57    0.00   16.67    0.00    0.00    0.00    0.00    0.00    0.00   79.76
04:41:55 PM    3    3.45    0.00   16.09    0.00    0.00    1.15    0.00    0.00    0.00   79.31
04:41:55 PM    4    3.57    0.00   11.90    0.00    0.00    0.00    0.00    0.00    0.00   84.52
04:41:55 PM    5    4.60    0.00   11.49    0.00    0.00    1.15    0.00    0.00    0.00   82.76
04:41:55 PM    6    2.33    0.00   15.12    0.00    0.00    1.16    0.00    0.00    0.00   81.40
04:41:55 PM    7    2.33    0.00   11.63    0.00    0.00    0.00    0.00    0.00    0.00   86.05
04:41:55 PM    8  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
04:41:55 PM    9    2.04    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   90.82
04:41:55 PM   10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:41:55 PM   11    1.01    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   92.93
04:41:55 PM   12    1.02    0.00    7.14    0.00    0.00    0.00    0.00    0.00    0.00   91.84
04:41:55 PM   13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:41:55 PM   14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:41:55 PM   15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
04:41:55 PM   16    4.30    0.00   15.05    0.00    0.00    1.08    0.00    0.00    0.00   79.57
04:41:55 PM   17    0.00    0.00    8.25    0.00    0.00    0.00    0.00    0.00    0.00   91.75
04:41:55 PM   18    2.22    0.00   13.33    0.00    0.00    0.00    0.00    0.00    0.00   84.44
04:41:55 PM   19    2.11    0.00   13.68    0.00    0.00    0.00    0.00    0.00    0.00   84.21
04:41:55 PM   20    2.04    0.00   13.27    0.00    0.00    0.00    0.00    0.00    0.00   84.69
04:41:55 PM   21    2.00    0.00    9.00    0.00    0.00    0.00    0.00    0.00    0.00   89.00
04:41:55 PM   22    1.08    0.00    3.23    0.00    0.00   18.28    0.00    0.00    0.00   77.42
04:41:55 PM   23    2.13    0.00    8.51    0.00    0.00   24.47    0.00    0.00    0.00   64.89
04:41:55 PM   24    1.30    0.00    6.49    0.00    0.00   11.69    0.00    0.00    0.00   80.52
04:41:55 PM   25    0.00    0.00    2.20    0.00    0.00   19.78    0.00    0.00    0.00   78.02
04:41:55 PM   26    1.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
