Linux 7.0.0-22-generic (ms-a2-gateway) 	06/07/2026 	_x86_64_	(32 CPU)

04:49:23 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
04:49:24 PM  all    0.73    0.00    4.92    0.00    0.00    2.33    0.00    0.00    0.00   92.02
04:49:24 PM    0    2.04    0.00   11.22    0.00    0.00    1.02    0.00    0.00    0.00   85.71
04:49:24 PM    1    1.04    0.00    8.33    0.00    0.00    0.00    0.00    0.00    0.00   90.62
04:49:24 PM    2    0.00    0.00   11.70    0.00    0.00    0.00    0.00    0.00    0.00   88.30
04:49:24 PM    3    1.04    0.00   11.46    0.00    0.00    0.00    0.00    0.00    0.00   87.50
04:49:24 PM    4    2.06    0.00    9.28    0.00    0.00    0.00    0.00    0.00    0.00   88.66
04:49:24 PM    5    0.00    0.00    5.38    0.00    0.00    0.00    0.00    0.00    0.00   94.62
04:49:24 PM    6    1.05    0.00    6.32    0.00    0.00    0.00    0.00    0.00    0.00   92.63
04:49:24 PM    7    1.04    0.00    5.21    0.00    0.00    0.00    0.00    0.00    0.00   93.75
04:49:24 PM    8    0.00    0.00    0.00    0.00    0.00   91.11    0.00    0.00    0.00    8.89
04:49:24 PM    9    0.00    0.00    1.03    0.00    0.00    0.00    0.00    0.00    0.00   98.97
04:49:24 PM   10    0.00    0.00    3.09    0.00    0.00    0.00    0.00    0.00    0.00   96.91
04:49:24 PM   11    1.02    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   96.94
04:49:24 PM   12    0.00    0.00    2.06    0.00    0.00    0.00    0.00    0.00    0.00   97.94
04:49:24 PM   13    0.00    0.00    3.09    0.00    0.00    0.00    0.00    0.00    0.00   96.91
04:49:24 PM   14    1.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
04:49:24 PM   15    0.00    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   98.99
04:49:24 PM   16    1.05    0.00    7.37    0.00    0.00    0.00    0.00    0.00    0.00   91.58
04:49:24 PM   17    0.00    0.00    7.45    0.00    0.00    0.00    0.00    0.00    0.00   92.55
04:49:24 PM   18    0.00    0.00    5.38    0.00    0.00    0.00    0.00    0.00    0.00   94.62
04:49:24 PM   19    1.04    0.00    5.21    0.00    0.00    0.00    0.00    0.00    0.00   93.75
04:49:24 PM   20    2.08    0.00    9.38    0.00    0.00    0.00    0.00    0.00    0.00   88.54
04:49:24 PM   21    0.00    0.00    5.32    0.00    0.00    0.00    0.00    0.00    0.00   94.68
04:49:24 PM   22    1.09    0.00    5.43    0.00    0.00   11.96    0.00    0.00    0.00   81.52
04:49:24 PM   23    1.03    0.00    4.12    0.00    0.00    0.00    0.00    0.00    0.00   94.85
04:49:24 PM   24    1.20    0.00    4.82    0.00    0.00   13.25    0.00    0.00    0.00   80.72
04:49:24 PM   25    1.22    0.00    3.66    0.00    0.00    7.32    0.00    0.00    0.00   87.80
04:49:24 PM   26    1.01    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   96.97
