driver,framesize,dir,pps,mbps,loss_pct
r8125_rust,64,tx,1105503,566,0
r8125_rust,64,rx,1859519,952,0.58369929556005662
r8125_rust,128,tx,1058390,1084,0
r8125_rust,128,rx,1550112,1587,0.0806407562439734
r8125_rust,256,tx,931029,1907,0
r8125_rust,256,rx,955762,1957,8.04306401641597
r8125_rust,512,tx,540881,2216,0
r8125_rust,512,rx,541087,2216,0.00018475659550253178
r8125_rust,1024,tx,286859,2350,0
r8125_rust,1024,rx,286946,2351,0
r8125_rust,1448,tx,206572,2393,0
r8125_rust,1448,rx,206655,2394,0
