driver,mtu,proto,dir,offload,load_pct,run,gbps,retr,loss_pct,jitter_ms,cpu_usr,cpu_sys,cpu_soft,cpu_irq,temp_mC
r8125_rust,1500,udp,rx,default,25,3,0.6249977491569463,0,0,0.012826401111594742,0.03,0.17,0.00,0.82,87250
r8125_rust,1500,udp,rx,default,50,1,1.2499958915902194,0,0.037623213708193985,0.010956574607334651,0.01,0.14,0.00,0.86,87750
r8125_rust,1500,udp,rx,default,50,2,1.2499952397037744,0,0,0.00980151262190649,0.09,0.42,0.00,1.02,88000
r8125_rust,1500,udp,rx,default,50,3,1.2499953376858133,0,0.00824697942795615,0.012088697999501371,0.02,0.15,0.00,0.92,87125
r8125_rust,1500,udp,rx,default,75,1,1.8749961988395025,0,0,0.0068830938393257346,0.06,0.56,0.00,1.10,86375
r8125_rust,1500,udp,rx,default,75,2,1.8749956038582856,0,0.037065866043960116,0.0090071430554819459,0.06,0.54,0.00,1.10,86875
r8125_rust,1500,udp,rx,default,75,3,1.8749932775098948,0,0,0.0077824753035995176,0.06,0.67,0.00,1.08,87375
r8125_rust,9000,tcp,tx,default,100,1,2.4768739024820476,0,0,0,0.00,0.41,0.00,0.50,84500
r8125_rust,9000,tcp,tx,default,100,2,2.476812726994015,0,0,0,0.02,0.37,0.00,0.55,84750
r8125_rust,9000,tcp,tx,default,100,3,2.476923111627507,0,0,0,0.00,0.49,0.00,0.54,85500
r8125_rust,9000,tcp,rx,default,100,1,2.4728221712295424,0,0,0,0.01,0.18,0.00,0.84,86250
r8125_rust,9000,tcp,rx,default,100,2,2.4684324188985585,0,0,0,0.06,0.21,0.00,0.76,86875
r8125_rust,9000,tcp,rx,default,100,3,2.4728827534401656,0,0,0,0.01,0.19,0.00,0.76,87250
r8125_rust,9000,tcp,bidir,default,100,1,0.0005242606335949263,1,0,0,0.00,0.00,0.00,0.00,87750
r8125_rust,9000,tcp,bidir,default,100,2,4.923451579850587,0,0,0,0.02,0.23,0.00,1.03,87750
r8125_rust,9000,tcp,bidir,default,100,3,4.918700796098387,0,0,0,0.01,0.25,0.00,0.98,88125
r8125_rust,9000,udp,rx,default,100,1,2.2883649914427635,0,0.038160298275905211,0.058903947534953129,0.01,0.10,0.00,0.52,88250
r8125_rust,9000,udp,rx,default,100,2,2.28870998971759,0,0.0084442818138317343,0.048122677144875552,0.06,0.13,0.00,0.55,87375
r8125_rust,9000,udp,rx,default,100,3,2.2906850221466946,0,0.0068749140635742051,0.0552422371910955,0.01,0.10,0.00,0.61,85875
r8125_rust,9000,tcp,tx,gro-off,100,1,2.4766119384194973,0,0,0,0.00,0.07,0.00,0.16,86000
r8125_rust,9000,tcp,tx,gro-off,100,2,2.47661218606826,0,0,0,0.01,0.43,0.00,0.44,86875
r8125_rust,9000,tcp,tx,gro-off,100,3,2.477923975990102,0,0,0,0.00,0.07,0.00,0.19,87250
r8125_rust,9000,tcp,rx,gro-off,100,1,2.47257068376888,0,0,0,0.00,0.19,0.00,0.72,87750
r8125_rust,9000,tcp,rx,gro-off,100,2,2.473000963833592,0,0,0,0.06,0.20,0.00,0.76,88375
r8125_rust,9000,tcp,rx,gro-off,100,3,2.473198305453378,0,0,0,0.01,0.18,0.00,0.88,87500
r8125_rust,9000,tcp,tx,tso-off,100,1,2.4765944531330226,0,0,0,0.00,0.03,0.00,0.02,86375
r8125_rust,9000,tcp,tx,tso-off,100,2,2.476880837545889,0,0,0,0.01,0.12,0.00,0.18,86500
r8125_rust,9000,tcp,tx,tso-off,100,3,2.476782264214109,0,0,0,0.00,0.30,0.00,0.64,87250
