Linux 7.0.0-22-generic (ms-a2-gateway) 	06/07/26 	_x86_64_	(32 CPU)

17:22:53     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:22:54     all    0.99    0.00    5.92    0.00    0.00    4.34    0.00    0.00    0.00   88.74
17:22:54       0    3.06    0.00   29.59    0.00    0.00    1.02    0.00    0.00    0.00   66.33
17:22:54       1    1.02    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   90.82
17:22:54       2    2.00    0.00   12.00    0.00    0.00    1.00    0.00    0.00    0.00   85.00
17:22:54       3    1.02    0.00   10.20    0.00    0.00    0.00    0.00    0.00    0.00   88.78
17:22:54       4    2.06    0.00   25.77    0.00    0.00    1.03    0.00    0.00    0.00   71.13
17:22:54       5    0.00    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   96.04
17:22:54       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:22:54       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:22:54       8    0.00    0.00    0.00    0.00    0.00   71.67    0.00    0.00    0.00   28.33
17:22:54       9    1.06    0.00    4.26    0.00    0.00    3.19    0.00    0.00    0.00   91.49
17:22:54      10    0.00    0.00    1.03    0.00    0.00    1.03    0.00    0.00    0.00   97.94
17:22:54      11    0.00    0.00    8.60    0.00    0.00   10.75    0.00    0.00    0.00   80.65
17:22:54      12    0.00    0.00    3.16    0.00    0.00    0.00    0.00    0.00    0.00   96.84
17:22:54      13    1.06    0.00    6.38    0.00    0.00    0.00    0.00    0.00    0.00   92.55
17:22:54      14    1.03    0.00    2.06    0.00    0.00    2.06    0.00    0.00    0.00   94.85
17:22:54      15    0.00    0.00    1.08    0.00    0.00    8.60    0.00    0.00    0.00   90.32
17:22:54      16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:22:54      17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:22:54      18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:22:54      19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:22:54      20    1.01    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   93.94
17:22:54      21    1.06    0.00    4.26    0.00    0.00   14.89    0.00    0.00    0.00   79.79
17:22:54      22    1.12    0.00    5.62    0.00    0.00   14.61    0.00    0.00    0.00   78.65
17:22:54      23    1.12    0.00    2.25    0.00    0.00    7.87    0.00    0.00    0.00   88.76
17:22:54      24    2.33    0.00   10.47    0.00    0.00   32.56    0.00    0.00    0.00   54.65
17:22:54      25    2.13    0.00   10.64    0.00    0.00    0.00    0.00    0.00    0.00   87.23
17:22:54      26    2.11    0.00    6.32    0.00    0.00    0.00    0.00    0.00    0.00   91.58
17:22:54      27    3.12    0.00   10.42    0.00    0.00    0.00    0.00    0.00    0.00   86.46
17:22:54      28    1.09    0.00    5.43    0.00    0.00    0.00    0.00    0.00    0.00   93.48
17:22:54      29    2.11    0.00    5.26    0.00    0.00    0.00    0.00    0.00    0.00   92.63
17:22:54      30    1.03    0.00    4.12    0.00    0.00    0.00    0.00    0.00    0.00   94.85
17:22:54      31    1.04    0.00    2.08    0.00    0.00    0.00    0.00    0.00    0.00   96.88

17:22:54     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:22:55     all    0.70    0.00    8.75    0.00    0.00    1.15    0.00    0.00    0.00   89.40
17:22:55       0    2.02    0.00   86.87    0.00    0.00    1.01    0.00    0.00    0.00   10.10
17:22:55       1    2.02    0.00   11.11    0.00    0.00    1.01    0.00    0.00    0.00   85.86
17:22:55       2    2.04    0.00   13.27    0.00    0.00    0.00    0.00    0.00    0.00   84.69
17:22:55       3    1.98    0.00   13.86    0.00    0.00    0.99    0.00    0.00    0.00   83.17
