Linux 7.0.0-22-generic (ms-a2-gateway) 	06/07/26 	_x86_64_	(32 CPU)

17:24:04     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:24:05     all    2.44    0.00    4.55    0.00    0.00    4.49    0.00    0.00    0.00   88.52
17:24:05       0    2.02    0.00   20.20    0.00    0.00    1.01    0.00    0.00    0.00   76.77
17:24:05       1    2.04    0.00   12.24    0.00    0.00    1.02    0.00    0.00    0.00   84.69
17:24:05       2    2.04    0.00   12.24    0.00    0.00    0.00    0.00    0.00    0.00   85.71
17:24:05       3    1.00    0.00    5.00    0.00    0.00    0.00    0.00    0.00    0.00   94.00
17:24:05       4    3.09    0.00   16.49    0.00    0.00    0.00    0.00    0.00    0.00   80.41
17:24:05       5    0.00    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   97.96
17:24:05       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:05       7    0.00    0.00    0.99    0.00    0.00    0.99    0.00    0.00    0.00   98.02
17:24:05       8   51.00    0.00    0.00    0.00    0.00   49.00    0.00    0.00    0.00    0.00
17:24:05       9    0.00    0.00    2.08    0.00    0.00    2.08    0.00    0.00    0.00   95.83
17:24:05      10    0.00    0.00    1.09    0.00    0.00   16.30    0.00    0.00    0.00   82.61
17:24:05      11    1.01    0.00    2.02    0.00    0.00    2.02    0.00    0.00    0.00   94.95
17:24:05      12    0.00    0.00    2.04    0.00    0.00    2.04    0.00    0.00    0.00   95.92
17:24:05      13    0.00    0.00    2.11    0.00    0.00    0.00    0.00    0.00    0.00   97.89
17:24:05      14    1.02    0.00    1.02    0.00    0.00    1.02    0.00    0.00    0.00   96.94
17:24:05      15    0.00    0.00    2.04    0.00    0.00    3.06    0.00    0.00    0.00   94.90
17:24:05      16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:05      17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:05      18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:05      19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:05      20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:05      21    1.16    0.00    3.49    0.00    0.00    9.30    0.00    0.00    0.00   86.05
17:24:05      22    1.10    0.00    4.40    0.00    0.00   14.29    0.00    0.00    0.00   80.22
17:24:05      23    1.22    0.00    7.32    0.00    0.00   13.41    0.00    0.00    0.00   78.05
17:24:05      24    2.15    0.00   11.83    0.00    0.00   30.11    0.00    0.00    0.00   55.91
17:24:05      25    2.08    0.00   10.42    0.00    0.00    0.00    0.00    0.00    0.00   87.50
17:24:05      26    1.11    0.00    5.56    0.00    0.00    1.11    0.00    0.00    0.00   92.22
17:24:05      27    1.09    0.00    8.70    0.00    0.00    0.00    0.00    0.00    0.00   90.22
17:24:05      28    0.00    0.00    4.26    0.00    0.00    0.00    0.00    0.00    0.00   95.74
17:24:05      29    1.05    0.00    2.11    0.00    0.00    0.00    0.00    0.00    0.00   96.84
17:24:05      30    0.00    0.00    2.13    0.00    0.00    0.00    0.00    0.00    0.00   97.87
17:24:05      31    2.11    0.00    5.26    0.00    0.00    0.00    0.00    0.00    0.00   92.63

17:24:05     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:24:06     all    3.79    0.00    4.15    0.00    0.00    1.98    0.00    0.00    0.00   90.08
17:24:06       0    3.06    0.00   19.39    0.00    0.00    1.02    0.00    0.00    0.00   76.53
17:24:06       1    1.01    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   89.90
17:24:06       2    2.02    0.00   12.12    0.00    0.00    1.01    0.00    0.00    0.00   84.85
17:24:06       3    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95
17:24:06       4    3.09    0.00   17.53    0.00    0.00    1.03    0.00    0.00    0.00   78.35
17:24:06       5    1.01    0.00    5.05    0.00    0.00    0.00    0.00    0.00    0.00   93.94
17:24:06       6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:06       7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:06       8  100.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
17:24:06       9    1.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
17:24:06      10    1.01    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   90.91
17:24:06      11    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:06      12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:06      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:06      14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:06      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:06      16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:06      17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:06      18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:06      19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:06      20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:06      21    0.00    0.00    7.95    0.00    0.00   12.50    0.00    0.00    0.00   79.55
17:24:06      22    1.15    0.00    6.90    0.00    0.00   13.79    0.00    0.00    0.00   78.16
17:24:06      23    1.22    0.00    7.32    0.00    0.00    7.32    0.00    0.00    0.00   84.15
17:24:06      24    1.09    0.00   10.87    0.00    0.00   32.61    0.00    0.00    0.00   55.43
17:24:06      25    1.01    0.00    9.09    0.00    0.00    0.00    0.00    0.00    0.00   89.90
17:24:06      26    0.00    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   95.96
17:24:06      27    1.98    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   94.06
17:24:06      28    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
17:24:06      29    0.00    0.00    5.10    0.00    0.00    0.00    0.00    0.00    0.00   94.90
17:24:06      30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:24:06      31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

17:24:06     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:24:07     all    3.93    0.00    4.03    0.00    0.00    1.79    0.00    0.00    0.00   90.25
