Linux 7.0.0-22-generic (ms-a2-gateway) 	06/07/26 	_x86_64_	(32 CPU)

17:23:34     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:23:35     all    2.39    0.00    5.14    0.00    0.00    4.14    0.00    0.00    0.00   88.32
17:23:35       0    2.00    0.00    9.00    0.00    0.00    1.00    0.00    0.00    0.00   88.00
17:23:35       1    2.02    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   87.88
17:23:35       2    0.99    0.00    9.90    0.00    0.00    0.99    0.00    0.00    0.00   88.12
17:23:35       3    1.02    0.00    8.16    0.00    0.00    0.00    0.00    0.00    0.00   90.82
17:23:35       4    2.06    0.00   11.34    0.00    0.00    0.00    0.00    0.00    0.00   86.60
17:23:35       5    1.01    0.00    4.04    0.00    0.00    0.00    0.00    0.00    0.00   94.95
17:23:35       6    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
17:23:35       7    0.00    0.00    3.00    0.00    0.00    0.00    0.00    0.00    0.00   97.00
17:23:35       8   44.00    0.00    0.00    0.00    0.00   56.00    0.00    0.00    0.00    0.00
17:23:35       9    1.04    0.00    5.21    0.00    0.00    0.00    0.00    0.00    0.00   93.75
17:23:35      10    0.00    0.00    1.03    0.00    0.00    2.06    0.00    0.00    0.00   96.91
17:23:35      11    2.06    0.00    5.15    0.00    0.00    0.00    0.00    0.00    0.00   92.78
17:23:35      12    0.00    0.00    0.00    0.00    0.00    7.45    0.00    0.00    0.00   92.55
17:23:35      13    0.00    0.00    1.06    0.00    0.00    4.26    0.00    0.00    0.00   94.68
17:23:35      14    0.00    0.00    1.03    0.00    0.00    2.06    0.00    0.00    0.00   96.91
17:23:35      15    0.00    0.00    0.00    0.00    0.00    2.08    0.00    0.00    0.00   97.92
17:23:35      16    3.03    0.00    8.08    0.00    0.00    0.00    0.00    0.00    0.00   88.89
17:23:35      17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
