Linux 7.0.0-22-generic (ms-a2-gateway) 	06/07/26 	_x86_64_	(32 CPU)

17:21:53     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:21:54     all    0.89    0.00    4.42    0.00    0.00    3.53    0.00    0.00    0.00   91.15
17:21:54       0    2.06    0.00   13.40    0.00    0.00    1.03    0.00    0.00    0.00   83.51
17:21:54       1    3.00    0.00   15.00    0.00    0.00    1.00    0.00    0.00    0.00   81.00
17:21:54       2    2.06    0.00   13.40    0.00    0.00    0.00    0.00    0.00    0.00   84.54
17:21:54       3    1.02    0.00   11.22    0.00    0.00    0.00    0.00    0.00    0.00   87.76
17:21:54       4    3.00    0.00   16.00    0.00    0.00    0.00    0.00    0.00    0.00   81.00
17:21:54       5    1.01    0.00    6.06    0.00    0.00    0.00    0.00    0.00    0.00   92.93
17:21:54       6    0.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   96.00
17:21:54       7    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
17:21:54       8    0.00    0.00    1.03    0.00    0.00   20.62    0.00    0.00    0.00   78.35
17:21:54       9    1.00    0.00    2.00    0.00    0.00    1.00    0.00    0.00    0.00   96.00
17:21:54      10    0.00    0.00    0.00    0.00    0.00    1.02    0.00    0.00    0.00   98.98
17:21:54      11    2.04    0.00    8.16    0.00    0.00    1.02    0.00    0.00    0.00   88.78
17:21:54      12    0.00    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   98.98
17:21:54      13    0.00    0.00    0.00    0.00    0.00    3.06    0.00    0.00    0.00   96.94
17:21:54      14    0.00    0.00    0.00    0.00    0.00    2.00    0.00    0.00    0.00   98.00
17:21:54      15    0.00    0.00    0.00    0.00    0.00    3.06    0.00    0.00    0.00   96.94
17:21:54      16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:54      17    0.00    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   97.98
17:21:54      18    0.98    0.00    0.98    0.00    0.00    0.00    0.00    0.00    0.00   98.04
17:21:54      19    0.99    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   98.02
17:21:54      20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:54      21    1.20    0.00    3.61    0.00    0.00    8.43    0.00    0.00    0.00   86.75
17:21:54      22    0.00    0.00    1.03    0.00    0.00   21.65    0.00    0.00    0.00   77.32
17:21:54      23    2.04    0.00   11.22    0.00    0.00   20.41    0.00    0.00    0.00   66.33
17:21:54      24    1.06    0.00    5.32    0.00    0.00   31.91    0.00    0.00    0.00   61.70
17:21:54      25    2.02    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   85.86
17:21:54      26    1.01    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   96.97
17:21:54      27    1.02    0.00    1.02    0.00    0.00    0.00    0.00    0.00    0.00   97.96
17:21:54      28    1.01    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   96.97
17:21:54      29    1.02    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   96.94
17:21:54      30    0.00    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   97.98
17:21:54      31    1.02    0.00    2.04    0.00    0.00    0.00    0.00    0.00    0.00   96.94

17:21:54     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:21:55     all    0.63    0.00    3.27    0.00    0.00    2.70    0.00    0.00    0.00   93.40
17:21:55       0    3.09    0.00   15.46    0.00    0.00    0.00    0.00    0.00    0.00   81.44
17:21:55       1    2.11    0.00   12.63    0.00    0.00    0.00    0.00    0.00    0.00   85.26
17:21:55       2    3.00    0.00   18.00    0.00    0.00    2.00    0.00    0.00    0.00   77.00
17:21:55       3    2.06    0.00   11.34    0.00    0.00    1.03    0.00    0.00    0.00   85.57
17:21:55       4    2.08    0.00   16.67    0.00    0.00    1.04    0.00    0.00    0.00   80.21
17:21:55       5    2.02    0.00   10.10    0.00    0.00    0.00    0.00    0.00    0.00   87.88
17:21:55       6    1.00    0.00    4.00    0.00    0.00    0.00    0.00    0.00    0.00   95.00
17:21:55       7    1.01    0.00    2.02    0.00    0.00    0.00    0.00    0.00    0.00   96.97
17:21:55       8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:55       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:55      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:55      11    1.98    0.00    3.96    0.00    0.00    0.00    0.00    0.00    0.00   94.06
17:21:55      12    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
17:21:55      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:55      14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:55      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:55      16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:55      17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:55      18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:55      19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:55      20    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:55      21    0.00    0.00    0.00    0.00    0.00    1.30    0.00    0.00    0.00   98.70
17:21:55      22    0.00    0.00    1.04    0.00    0.00   20.83    0.00    0.00    0.00   78.12
17:21:55      23    2.06    0.00    8.25    0.00    0.00   21.65    0.00    0.00    0.00   68.04
17:21:55      24    0.00    0.00    0.00    0.00    0.00   39.80    0.00    0.00    0.00   60.20
17:21:55      25    0.00    0.00    0.99    0.00    0.00    0.00    0.00    0.00    0.00   99.01
17:21:55      26    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:55      27    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:55      28    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:55      29    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:55      30    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:55      31    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

17:21:55     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
17:21:56     all    0.57    0.00    3.46    0.00    0.00    2.60    0.00    0.00    0.00   93.37
17:21:56       0    2.11    0.00   18.95    0.00    0.00    2.11    0.00    0.00    0.00   76.84
17:21:56       1    2.04    0.00   12.24    0.00    0.00    1.02    0.00    0.00    0.00   84.69
17:21:56       2    3.06    0.00   16.33    0.00    0.00    0.00    0.00    0.00    0.00   80.61
17:21:56       3    2.02    0.00   12.12    0.00    0.00    0.00    0.00    0.00    0.00   85.86
17:21:56       4    3.09    0.00   19.59    0.00    0.00    1.03    0.00    0.00    0.00   76.29
17:21:56       5    2.04    0.00   10.20    0.00    0.00    1.02    0.00    0.00    0.00   86.73
17:21:56       6    0.99    0.00    4.95    0.00    0.00    0.00    0.00    0.00    0.00   94.06
17:21:56       7    0.00    0.00    2.97    0.00    0.00    0.00    0.00    0.00    0.00   97.03
17:21:56       8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:56       9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:56      10    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:56      11    0.00    0.00    2.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
17:21:56      12    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:56      13    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:56      14    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:56      15    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:56      16    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:56      17    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:56      18    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
17:21:56      19    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
