driver,framesize,dir,pps,mbps,loss_pct
r8169,64,tx,1107169,567,0
r8169,64,rx,2404278,1231,22.932166083554719
r8169,128,tx,1068232,1094,0
r8169,128,rx,1611411,1650,5.5128123464429359
r8169,256,tx,904420,1852,0
r8169,256,rx,971101,1989,0
r8169,512,tx,540965,2216,0
r8169,512,rx,541097,2216,0
r8169,1024,tx,286878,2350,0
r8169,1024,rx,286919,2350,0
r8169,1448,tx,206592,2393,0
r8169,1448,rx,206635,2393,0
