driver,mtu,test,obs,p50_us,p99_us,p999_us,max_us
r8125_rust,1500,sockperf-rtt-idle,235622,50.835,61.405,62.717,0
r8125_rust,1500,sockperf-rtt-loaded,19531,572.062,767.228,835.396,0
r8125_rust,1500,icmp-rtt-loaded,6000,494.0,652.0,667.0,673.0
r8125_rust,9000,sockperf-rtt-idle,235617,49.913,61.395,62.828,0
r8125_rust,9000,sockperf-rtt-loaded,21365,606.638,622.117,818.806,0
r8125_rust,9000,icmp-rtt-loaded,6000,746.0,1050.0,1100.0,1260.0
