driver,mtu,test,obs,p50_us,p99_us,p999_us,max_us
r8125_rust,1500,sockperf-rtt-idle,235645,49.172,61.114,65.242,0
r8125_rust,1500,sockperf-rtt-loaded,19550,590.596,635.790,639.928,0
r8125_rust,1500,icmp-rtt-loaded,6000,485.0,628.0,664.0,808.0
r8125_rust,9000,sockperf-rtt-idle,235643,49.041,58.259,62.036,0
r8125_rust,9000,sockperf-rtt-loaded,15182,750.353,1120.755,1135.032,0
r8125_rust,9000,icmp-rtt-loaded,6000,566.0,753.0,806.0,983.0
