driver,mtu,proto,dir,offload,load_pct,run,gbps,retr,loss_pct,jitter_ms,cpu_usr,cpu_sys,cpu_soft,cpu_irq,irq_per_s
r8169,9000,tcp,tx,gro-off,100,2,2.4775092291091183,0,0,0,0.01,0.15,0.00,0.30,34336
r8169,9000,tcp,tx,gro-off,100,3,2.477287206615521,0,0,0,0.01,0.58,0.00,0.49,34896
r8169,9000,tcp,rx,gro-off,100,1,2.4747167402760226,0,0,0,0.02,0.20,0.00,0.48,45988
r8169,9000,tcp,rx,gro-off,100,2,2.4676635037065626,0,0,0,0.04,0.29,0.00,0.24,44993
r8169,9000,tcp,rx,gro-off,100,3,2.4747151937763983,0,0,0,0.02,0.18,0.00,0.50,46404
r8169,9000,tcp,tx,tso-off,100,1,2.4774741649922936,0,0,0,0.00,0.15,0.00,0.43,34912
r8169,9000,tcp,tx,tso-off,100,2,2.4771247461970485,0,0,0,0.07,0.14,0.00,0.35,34687
r8169,9000,tcp,tx,tso-off,100,3,2.476632733513623,0,0,0,0.01,0.16,0.00,0.37,34578
r8169,9000,tcp,rx,tso-off,100,1,2.4749884401805278,0,0,0,0.01,0.24,0.00,0.15,37552
r8169,9000,tcp,rx,tso-off,100,2,2.474756640634569,0,0,0,0.01,0.21,0.00,0.18,37788
r8169,9000,tcp,rx,tso-off,100,3,2.4750332946082567,0,0,0,0.02,0.22,0.00,0.16,37840
r8169,9000,tcp,tx,all-off,100,1,2.476604566298388,0,0,0,0.01,0.12,0.00,0.29,34362
r8169,9000,tcp,tx,all-off,100,2,2.4767204499456463,0,0,0,0.00,0.06,0.00,0.09,34902
r8169,9000,tcp,tx,all-off,100,3,2.47726539499116,0,0,0,0.08,0.70,0.00,0.52,34580
r8169,9000,tcp,rx,all-off,100,1,2.475015971326229,0,0,0,0.01,0.21,0.00,0.47,46040
r8169,9000,tcp,rx,all-off,100,2,2.4743940148104966,0,0,0,0.02,0.22,0.00,0.48,46363
r8169,9000,tcp,rx,all-off,100,3,2.47471457517709,0,0,0,0.02,0.22,0.00,0.49,47160
r8169,9000,udp,tx,default,25,1,0.6249818032246586,0,0,0.025583803090009592,0.03,0.11,0.00,0.10,29156
r8169,9000,udp,tx,default,25,2,0.624982731519236,0,0,0.0257993796971856,0.02,0.25,0.00,0.05,27127
r8169,9000,udp,tx,default,25,3,0.6249831892810342,0,0,0.022001915026764539,0.01,0.13,0.00,0.04,27008
r8169,9000,udp,rx,default,25,1,0.6249957089827154,0,0,0.0088351945240668934,0.02,0.22,0.00,0.20,26512
r8169,9000,udp,rx,default,25,2,0.6249995055704562,0,0,0.00940722552506923,0.09,0.19,0.00,0.22,27148
r8169,9000,udp,rx,default,25,3,0.6249974207566347,0,0,0.00862321821225179,0.03,0.12,0.00,0.28,28900
r8169,9000,udp,tx,default,50,1,1.2499656083528607,0,0,0.012669048689469293,0.04,0.15,0.00,0.62,53238
r8169,9000,udp,tx,default,50,2,1.2499726075061521,0,0,0.015628368258793057,0.06,0.17,0.00,0.52,49728
r8169,9000,udp,tx,default,50,3,1.2499667436927187,0,0,0.014139677525437447,0.07,0.22,0.00,0.61,51804
r8169,9000,udp,rx,default,50,1,1.2499924913678475,0,0,0.00875041223166569,0.02,0.06,0.00,0.13,10457
r8169,9000,udp,rx,default,50,2,1.2499982761068813,0,0,0.0084543818327333462,0.02,0.10,0.00,0.19,11244
r8169,9000,udp,rx,default,50,3,1.249998038449195,0,0,0.011487476912125677,0.02,0.06,0.00,0.13,10684
r8169,9000,udp,tx,default,75,1,1.8749734610605953,0,0,0.00788966335578462,0.18,0.46,0.00,0.52,81787
r8169,9000,udp,tx,default,75,2,1.8749552500111237,0,0,0.00935792818606007,0.16,0.46,0.00,0.58,81426
r8169,9000,udp,tx,default,75,3,1.8749485632983358,0,0,0.0067942250523782,0.10,0.37,0.00,0.56,82034
r8169,9000,udp,rx,default,75,1,1.8749904144665865,0,0,0.0070556311447868775,0.06,0.11,0.00,0.03,706
r8169,9000,udp,rx,default,75,2,1.8749969275417022,0,0,0.00882240640959079,0.06,0.26,0.00,0.03,555
r8169,9000,udp,rx,default,75,3,1.8749927834421487,0,0,0.0080795165004969461,0.02,0.11,0.00,0.04,748
