driver,framesize,dir,pps,mbps,loss_pct
r8169,64,tx,0,0,0
r8169,64,rx,795972,408,0
r8169,128,tx,1017005,1041,2.4438607597425319
r8169,128,rx,1022442,1047,0.003618051141641813
r8169,256,tx,947501,1941,0.0018151271855397682
r8169,256,rx,968270,1983,0.000433688062632817
r8169,512,tx,540588,2214,0.024932951077406826
r8169,512,rx,540624,2214,0
r8169,1024,tx,286685,2349,0
r8169,1024,rx,286678,2348,0
r8169,1448,tx,206404,2391,0
r8169,1448,rx,206408,2391,0
