driver,mtu,test,obs,p50_us,p99_us,p999_us,max_us
r8169,1500,sockperf-rtt-idle,98227,48.691,58.439,63.829,0
r8169,1500,sockperf-rtt-loaded,14695,763.914,973.295,977.492,0
r8169,1500,icmp-rtt-loaded,6000,774.0,946.0,971.0,982.0
r8169,9000,sockperf-rtt-idle,235619,48.601,58.249,63.930,0
r8169,9000,sockperf-rtt-loaded,23634,407.074,626.086,827.585,0
r8169,9000,icmp-rtt-loaded,6000,694.0,1010.0,1020.0,1030.0
