driver,framesize,rx_pps,rx_mbps,loss_pct
r8125_rust,64,535772,274,0.13598895663658211
r8125_rust,128,521697,534,0
r8125_rust,256,900406,1844,27.526908751976226
r8125_rust,512,521895,2138,0.028276977980357079
r8125_rust,1024,286589,2348,0.0826153335175432
r8125_rust,1448,206347,2390,0
