driver,mtu,proto,dir,offload,load_pct,run,gbps,retr,loss_pct,jitter_ms,cpu_usr,cpu_sys,cpu_soft,cpu_irq,temp_mC
r8125_rust,9000,tcp,tx,gro-off,100,2,2.47641337706733,0,0,0,0.05,0.40,0.00,0.54,88875
r8125_rust,9000,tcp,tx,gro-off,100,3,2.4768895915986278,0,0,0,0.00,0.36,0.00,0.33,87750
r8125_rust,9000,tcp,rx,gro-off,100,1,2.472702716415943,0,0,0,0.01,0.19,0.00,0.68,86500
r8125_rust,9000,tcp,rx,gro-off,100,2,2.472632971592062,0,0,0,0.02,0.20,0.00,0.80,86875
r8125_rust,9000,tcp,rx,gro-off,100,3,2.472743776409418,0,0,0,0.01,0.17,0.00,0.75,87375
r8125_rust,9000,tcp,tx,tso-off,100,1,2.476773843740476,0,0,0,0.00,0.29,0.00,0.26,88000
r8125_rust,9000,tcp,tx,tso-off,100,2,2.4761836153031354,0,0,0,0.06,0.06,0.00,0.07,89000
r8125_rust,9000,tcp,tx,tso-off,100,3,2.476435025458978,0,0,0,0.01,0.40,0.00,0.36,87500
r8125_rust,9000,tcp,rx,tso-off,100,1,2.4726015697311166,0,0,0,0.01,0.18,0.00,0.69,86250
r8125_rust,9000,tcp,rx,tso-off,100,2,2.4729621369978183,0,0,0,0.02,0.21,0.00,0.69,86750
r8125_rust,9000,tcp,rx,tso-off,100,3,2.4730430032447943,0,0,0,0.01,0.18,0.00,0.83,87500
r8125_rust,9000,tcp,tx,all-off,100,1,2.4761803964421163,0,0,0,0.00,0.47,0.00,0.43,87875
r8125_rust,9000,tcp,tx,all-off,100,2,2.4766239220196464,0,0,0,0.05,0.07,0.00,0.12,89125
r8125_rust,9000,tcp,tx,all-off,100,3,2.476427739690412,0,0,0,0.00,0.03,0.00,0.11,88000
r8125_rust,9000,tcp,rx,all-off,100,1,2.472720025111676,0,0,0,0.01,0.18,0.00,0.71,86625
r8125_rust,9000,tcp,rx,all-off,100,2,2.4726782534301024,0,0,0,0.02,0.21,0.00,0.66,86500
r8125_rust,9000,tcp,rx,all-off,100,3,2.4727531724420744,0,0,0,0.01,0.17,0.00,0.70,87250
r8125_rust,9000,udp,rx,default,25,1,0.6250041999921405,0,0,0.0015422884348112716,0.00,0.03,0.00,0.13,88000
r8125_rust,9000,udp,rx,default,25,2,0.62499792574414,0,0,0.0014710500626726496,0.05,0.05,0.00,0.15,89250
r8125_rust,9000,udp,rx,default,25,3,0.6249984417571874,0,0,0.0011913949386464478,0.01,0.03,0.00,0.14,88000
r8125_rust,9000,udp,rx,default,50,1,1.2499942426542547,0,0,0.0064532504304612342,0.00,0.09,0.00,0.28,86500
r8125_rust,9000,udp,rx,default,50,2,1.2499990838634882,0,0,0.0040350622962276031,0.02,0.10,0.00,0.28,86500
r8125_rust,9000,udp,rx,default,50,3,1.2499979923523805,0,0,0.00877896655616656,0.01,0.09,0.00,0.29,87250
r8125_rust,9000,udp,rx,default,75,1,1.8749916219479243,0,0,0.034655780416941569,0.01,0.10,0.00,0.41,87875
r8125_rust,9000,udp,rx,default,75,2,1.8749932221151193,0,0,0.035176410349204976,0.06,0.14,0.00,0.40,89000
r8125_rust,9000,udp,rx,default,75,3,1.874993249800578,0,0,0.035758597602850536,0.01,0.10,0.00,0.43,87875
